UniqueMouse,Cohort,InjuredGroup,Treatment,HourOfDay,CumulativeHour,PercentSleep
C4-06,C4,mFPI,vehicle,22,95,43.44
C4-06,C4,mFPI,vehicle,23,96,54.72
C4-06,C4,mFPI,vehicle,0,97,18.17
C4-06,C4,mFPI,vehicle,1,98,76.89
C4-06,C4,mFPI,vehicle,2,99,1.17
C4-06,C4,mFPI,vehicle,3,100,61.0
C4-06,C4,mFPI,vehicle,4,101,11.72
C4-06,C4,mFPI,vehicle,5,102,34.11
C4-06,C4,mFPI,vehicle,6,103,60.61
C4-06,C4,mFPI,vehicle,7,104,46.78
C4-06,C4,mFPI,vehicle,8,105,55.17
C4-06,C4,mFPI,vehicle,9,106,92.22
C4-06,C4,mFPI,vehicle,10,107,41.78
C4-06,C4,mFPI,vehicle,11,108,75.0
C4-06,C4,mFPI,vehicle,12,109,62.5
C4-06,C4,mFPI,vehicle,13,110,77.11
C4-06,C4,mFPI,vehicle,14,111,75.17
C4-06,C4,mFPI,vehicle,15,112,39.72
C4-06,C4,mFPI,vehicle,16,113,93.28
C4-06,C4,mFPI,vehicle,17,114,48.67
C4-06,C4,mFPI,vehicle,18,115,40.33
C4-06,C4,mFPI,vehicle,19,116,0.89
C4-06,C4,mFPI,vehicle,20,117,0.22
C4-06,C4,mFPI,vehicle,21,118,13.61
C4-06,C4,mFPI,vehicle,22,119,63.39
C4-06,C4,mFPI,vehicle,23,120,37.17
C4-06,C4,mFPI,vehicle,0,121,50.72
C4-06,C4,mFPI,vehicle,1,122,59.5
C4-06,C4,mFPI,vehicle,2,123,34.5
C4-06,C4,mFPI,vehicle,3,124,36.06
C4-06,C4,mFPI,vehicle,4,125,12.94
C4-06,C4,mFPI,vehicle,5,126,37.78
C4-06,C4,mFPI,vehicle,6,127,73.67
C4-06,C4,mFPI,vehicle,7,128,63.17
C4-06,C4,mFPI,vehicle,8,129,92.83
C4-06,C4,mFPI,vehicle,9,130,66.67
C4-06,C4,mFPI,vehicle,10,131,57.11
C4-06,C4,mFPI,vehicle,11,132,92.39
C4-06,C4,mFPI,vehicle,12,133,38.56
C4-06,C4,mFPI,vehicle,13,134,87.28
C4-06,C4,mFPI,vehicle,14,135,80.33
C4-06,C4,mFPI,vehicle,15,136,90.06
C4-06,C4,mFPI,vehicle,16,137,46.06
C4-06,C4,mFPI,vehicle,17,138,75.17
C4-06,C4,mFPI,vehicle,18,139,2.83
C4-06,C4,mFPI,vehicle,19,140,0.17
C4-06,C4,mFPI,vehicle,20,141,0.78
C4-06,C4,mFPI,vehicle,21,142,46.89
C4-06,C4,mFPI,vehicle,22,143,25.5
C4-06,C4,mFPI,vehicle,23,144,45.11
C4-06,C4,mFPI,vehicle,0,145,39.39
C4-06,C4,mFPI,vehicle,1,146,30.33
C4-06,C4,mFPI,vehicle,2,147,68.17
C4-06,C4,mFPI,vehicle,3,148,32.22
C4-06,C4,mFPI,vehicle,4,149,26.28
C4-06,C4,mFPI,vehicle,5,150,67.44
C4-06,C4,mFPI,vehicle,6,151,40.17
C4-06,C4,mFPI,vehicle,7,152,84.11
C4-06,C4,mFPI,vehicle,8,153,79.61
C4-10,C4,Sham,vehicle,15,16,2.22
C4-10,C4,Sham,vehicle,16,17,36.94
C4-10,C4,Sham,vehicle,17,18,28.56
C4-10,C4,Sham,vehicle,18,19,51.72
C4-10,C4,Sham,vehicle,19,20,57.72
C4-10,C4,Sham,vehicle,20,21,38.72
C4-10,C4,Sham,vehicle,21,22,30.89
C4-10,C4,Sham,vehicle,22,23,4.28
C4-10,C4,Sham,vehicle,23,24,7.61
C4-10,C4,Sham,vehicle,0,25,22.56
C4-10,C4,Sham,vehicle,1,26,28.17
C4-10,C4,Sham,vehicle,2,27,7.5
C4-10,C4,Sham,vehicle,3,28,37.67
C4-10,C4,Sham,vehicle,4,29,64.28
C4-10,C4,Sham,vehicle,5,30,63.0
C4-10,C4,Sham,vehicle,6,31,73.22
C4-10,C4,Sham,vehicle,7,32,72.5
C4-10,C4,Sham,vehicle,8,33,58.17
C4-10,C4,Sham,vehicle,9,34,63.5
C4-10,C4,Sham,vehicle,10,35,72.39
C4-10,C4,Sham,vehicle,11,36,3.56
C4-10,C4,Sham,vehicle,12,37,61.67
C4-10,C4,Sham,vehicle,13,38,60.39
C4-10,C4,Sham,vehicle,14,39,61.5
C4-10,C4,Sham,vehicle,15,40,59.39
C4-10,C4,Sham,vehicle,16,41,61.22
C4-10,C4,Sham,vehicle,17,42,56.44
C4-10,C4,Sham,vehicle,18,43,26.28
C4-10,C4,Sham,vehicle,19,44,58.67
C4-10,C4,Sham,vehicle,20,45,24.83
C4-10,C4,Sham,vehicle,21,46,1.06
C4-10,C4,Sham,vehicle,22,47,1.28
C4-10,C4,Sham,vehicle,23,48,29.17
C4-10,C4,Sham,vehicle,0,49,26.06
C4-10,C4,Sham,vehicle,1,50,51.39
C4-10,C4,Sham,vehicle,2,51,22.56
C4-10,C4,Sham,vehicle,3,52,3.28
C4-10,C4,Sham,vehicle,4,53,37.83
C4-10,C4,Sham,vehicle,5,54,58.39
C4-10,C4,Sham,vehicle,6,55,69.28
C4-10,C4,Sham,vehicle,7,56,68.44
C4-10,C4,Sham,vehicle,8,57,48.78
C4-10,C4,Sham,vehicle,9,58,66.67
C4-10,C4,Sham,vehicle,10,59,57.61
C4-10,C4,Sham,vehicle,11,60,51.44
C4-10,C4,Sham,vehicle,12,61,63.78
C4-10,C4,Sham,vehicle,13,62,68.11
C4-10,C4,Sham,vehicle,14,63,32.06
C4-10,C4,Sham,vehicle,15,64,59.72
C4-10,C4,Sham,vehicle,16,65,70.44
C4-10,C4,Sham,vehicle,17,66,71.94
C4-10,C4,Sham,vehicle,18,67,19.0
C4-10,C4,Sham,vehicle,19,68,29.06
C4-10,C4,Sham,vehicle,20,69,2.67
C4-10,C4,Sham,vehicle,21,70,14.44
C4-10,C4,Sham,vehicle,22,71,0.39
C4-10,C4,Sham,vehicle,23,72,31.5
C4-10,C4,Sham,vehicle,0,73,52.22
C4-10,C4,Sham,vehicle,1,74,58.28
C4-10,C4,Sham,vehicle,2,75,41.22
C4-10,C4,Sham,vehicle,3,76,23.94
C4-10,C4,Sham,vehicle,4,77,2.33
C4-10,C4,Sham,vehicle,5,78,29.39
C4-10,C4,Sham,vehicle,6,79,76.94
C4-10,C4,Sham,vehicle,7,80,66.22
C4-10,C4,Sham,vehicle,8,81,70.44
C4-10,C4,Sham,vehicle,9,82,66.28
C4-10,C4,Sham,vehicle,10,83,39.94
C4-10,C4,Sham,vehicle,11,84,80.89
C4-10,C4,Sham,vehicle,12,85,80.94
C4-10,C4,Sham,vehicle,13,86,32.0
C4-10,C4,Sham,vehicle,14,87,80.28
C4-10,C4,Sham,vehicle,15,88,65.83
C4-10,C4,Sham,vehicle,16,89,75.67
C4-10,C4,Sham,vehicle,17,90,68.44
C4-10,C4,Sham,vehicle,18,91,15.39
C4-10,C4,Sham,vehicle,19,92,21.5
C4-10,C4,Sham,vehicle,20,93,2.39
C4-10,C4,Sham,vehicle,21,94,16.28
C4-10,C4,Sham,vehicle,22,95,15.33
C4-10,C4,Sham,vehicle,23,96,38.17
C4-10,C4,Sham,vehicle,0,97,55.28
C4-10,C4,Sham,vehicle,1,98,53.83
C4-10,C4,Sham,vehicle,2,99,3.44
C4-10,C4,Sham,vehicle,3,100,30.83
C4-10,C4,Sham,vehicle,4,101,2.33
C4-10,C4,Sham,vehicle,5,102,22.72
C4-10,C4,Sham,vehicle,6,103,62.22
C4-10,C4,Sham,vehicle,7,104,64.78
C4-10,C4,Sham,vehicle,8,105,64.56
C4-10,C4,Sham,vehicle,9,106,76.39
C4-10,C4,Sham,vehicle,10,107,44.67
C4-10,C4,Sham,vehicle,11,108,64.94
C4-10,C4,Sham,vehicle,12,109,66.67
C4-10,C4,Sham,vehicle,13,110,57.89
C4-10,C4,Sham,vehicle,14,111,48.94
C4-10,C4,Sham,vehicle,15,112,62.44
C4-10,C4,Sham,vehicle,16,113,67.56
C4-10,C4,Sham,vehicle,17,114,51.44
C4-10,C4,Sham,vehicle,18,115,20.56
C4-10,C4,Sham,vehicle,19,116,21.11
C4-10,C4,Sham,vehicle,20,117,15.17
C4-10,C4,Sham,vehicle,21,118,29.78
C4-10,C4,Sham,vehicle,22,119,35.67
C4-10,C4,Sham,vehicle,23,120,14.89
C4-10,C4,Sham,vehicle,0,121,34.5
C4-10,C4,Sham,vehicle,1,122,40.11
C4-10,C4,Sham,vehicle,2,123,37.56
C4-10,C4,Sham,vehicle,3,124,15.44
C4-10,C4,Sham,vehicle,4,125,28.61
C4-10,C4,Sham,vehicle,5,126,15.83
C4-10,C4,Sham,vehicle,6,127,82.06
C4-10,C4,Sham,vehicle,7,128,53.39
C4-10,C4,Sham,vehicle,8,129,91.44
C4-10,C4,Sham,vehicle,9,130,69.61
C4-10,C4,Sham,vehicle,10,131,81.72
C4-10,C4,Sham,vehicle,11,132,67.0
C4-10,C4,Sham,vehicle,12,133,86.56
C4-10,C4,Sham,vehicle,13,134,47.28
C4-10,C4,Sham,vehicle,14,135,79.5
C4-10,C4,Sham,vehicle,15,136,74.28
C4-10,C4,Sham,vehicle,16,137,59.44
C4-10,C4,Sham,vehicle,17,138,65.33
C4-10,C4,Sham,vehicle,18,139,3.67
C4-10,C4,Sham,vehicle,19,140,20.39
C4-10,C4,Sham,vehicle,20,141,37.06
C4-10,C4,Sham,vehicle,21,142,13.44
C4-10,C4,Sham,vehicle,22,143,58.33
C4-10,C4,Sham,vehicle,23,144,2.28
C4-10,C4,Sham,vehicle,0,145,38.44
C4-10,C4,Sham,vehicle,1,146,49.56
C4-10,C4,Sham,vehicle,2,147,26.06
C4-10,C4,Sham,vehicle,3,148,25.72
C4-10,C4,Sham,vehicle,4,149,2.0
C4-10,C4,Sham,vehicle,5,150,1.94
C4-10,C4,Sham,vehicle,6,151,64.89
C4-10,C4,Sham,vehicle,7,152,82.72
C4-10,C4,Sham,vehicle,8,153,16.0
C4-15,C4,Sham,vehicle,15,16,37.78
C4-15,C4,Sham,vehicle,16,17,92.44
C4-15,C4,Sham,vehicle,17,18,9.78
C4-15,C4,Sham,vehicle,18,19,54.17
C4-15,C4,Sham,vehicle,19,20,44.56
C4-15,C4,Sham,vehicle,20,21,1.83
C4-15,C4,Sham,vehicle,21,22,4.67
C4-15,C4,Sham,vehicle,22,23,3.11
C4-15,C4,Sham,vehicle,23,24,27.39
C4-15,C4,Sham,vehicle,0,25,45.28
C4-15,C4,Sham,vehicle,1,26,26.44
C4-15,C4,Sham,vehicle,2,27,24.11
C4-15,C4,Sham,vehicle,3,28,48.06
C4-15,C4,Sham,vehicle,4,29,0.0
C4-15,C4,Sham,vehicle,5,30,63.89
C4-15,C4,Sham,vehicle,6,31,77.11
C4-15,C4,Sham,vehicle,7,32,72.22
C4-15,C4,Sham,vehicle,8,33,39.61
C4-15,C4,Sham,vehicle,9,34,58.33
C4-15,C4,Sham,vehicle,10,35,66.61
C4-15,C4,Sham,vehicle,11,36,76.39
C4-15,C4,Sham,vehicle,12,37,67.89
C4-15,C4,Sham,vehicle,13,38,7.0
C4-15,C4,Sham,vehicle,14,39,78.11
C4-15,C4,Sham,vehicle,15,40,28.72
C4-15,C4,Sham,vehicle,16,41,88.0
C4-15,C4,Sham,vehicle,17,42,67.39
C4-15,C4,Sham,vehicle,18,43,32.17
C4-15,C4,Sham,vehicle,19,44,62.44
C4-15,C4,Sham,vehicle,20,45,38.78
C4-15,C4,Sham,vehicle,21,46,1.78
C4-15,C4,Sham,vehicle,22,47,18.94
C4-15,C4,Sham,vehicle,23,48,69.72
C4-15,C4,Sham,vehicle,0,49,27.0
C4-15,C4,Sham,vehicle,1,50,2.67
C4-15,C4,Sham,vehicle,2,51,47.33
C4-15,C4,Sham,vehicle,3,52,0.94
C4-15,C4,Sham,vehicle,4,53,35.67
C4-15,C4,Sham,vehicle,5,54,68.17
C4-15,C4,Sham,vehicle,6,55,27.44
C4-15,C4,Sham,vehicle,7,56,81.72
C4-15,C4,Sham,vehicle,8,57,67.11
C4-15,C4,Sham,vehicle,9,58,34.78
C4-15,C4,Sham,vehicle,10,59,36.28
C4-15,C4,Sham,vehicle,11,60,33.22
C4-15,C4,Sham,vehicle,12,61,85.44
C4-15,C4,Sham,vehicle,13,62,72.56
C4-15,C4,Sham,vehicle,14,63,66.78
C4-15,C4,Sham,vehicle,15,64,75.72
C4-15,C4,Sham,vehicle,16,65,66.0
C4-15,C4,Sham,vehicle,17,66,57.0
C4-15,C4,Sham,vehicle,18,67,63.17
C4-15,C4,Sham,vehicle,19,68,34.61
C4-15,C4,Sham,vehicle,20,69,10.0
C4-15,C4,Sham,vehicle,21,70,3.89
C4-15,C4,Sham,vehicle,22,71,25.06
C4-15,C4,Sham,vehicle,23,72,55.72
C4-15,C4,Sham,vehicle,0,73,38.17
C4-15,C4,Sham,vehicle,1,74,30.67
C4-15,C4,Sham,vehicle,2,75,47.56
C4-15,C4,Sham,vehicle,3,76,1.5
C4-15,C4,Sham,vehicle,4,77,22.67
C4-15,C4,Sham,vehicle,5,78,23.78
C4-15,C4,Sham,vehicle,6,79,80.0
C4-15,C4,Sham,vehicle,7,80,75.11
C4-15,C4,Sham,vehicle,8,81,73.61
C4-15,C4,Sham,vehicle,9,82,39.5
C4-15,C4,Sham,vehicle,10,83,77.67
C4-15,C4,Sham,vehicle,11,84,45.67
C4-15,C4,Sham,vehicle,12,85,92.11
C4-15,C4,Sham,vehicle,13,86,28.11
C4-15,C4,Sham,vehicle,14,87,82.94
C4-15,C4,Sham,vehicle,15,88,59.67
C4-15,C4,Sham,vehicle,16,89,83.67
C4-15,C4,Sham,vehicle,17,90,46.78
C4-15,C4,Sham,vehicle,18,91,51.78
C4-15,C4,Sham,vehicle,19,92,5.94
C4-15,C4,Sham,vehicle,20,93,7.28
C4-15,C4,Sham,vehicle,21,94,36.33
C4-15,C4,Sham,vehicle,22,95,11.89
C4-15,C4,Sham,vehicle,23,96,27.44
C4-15,C4,Sham,vehicle,0,97,92.56
C4-15,C4,Sham,vehicle,1,98,39.83
C4-15,C4,Sham,vehicle,2,99,38.83
C4-15,C4,Sham,vehicle,3,100,6.5
C4-15,C4,Sham,vehicle,4,101,38.5
C4-15,C4,Sham,vehicle,5,102,35.89
C4-15,C4,Sham,vehicle,6,103,62.39
C4-15,C4,Sham,vehicle,7,104,74.0
C4-15,C4,Sham,vehicle,8,105,33.56
C4-15,C4,Sham,vehicle,9,106,91.5
C4-15,C4,Sham,vehicle,10,107,46.67
C4-15,C4,Sham,vehicle,11,108,59.56
C4-15,C4,Sham,vehicle,12,109,85.56
C4-15,C4,Sham,vehicle,13,110,63.44
C4-15,C4,Sham,vehicle,14,111,92.28
C4-15,C4,Sham,vehicle,15,112,61.83
C4-15,C4,Sham,vehicle,16,113,56.44
C4-15,C4,Sham,vehicle,17,114,59.5
C4-15,C4,Sham,vehicle,18,115,7.67
C4-15,C4,Sham,vehicle,19,116,11.0
C4-15,C4,Sham,vehicle,20,117,4.17
C4-15,C4,Sham,vehicle,21,118,37.06
C4-15,C4,Sham,vehicle,22,119,0.72
C4-15,C4,Sham,vehicle,23,120,71.94
C4-15,C4,Sham,vehicle,0,121,32.83
C4-15,C4,Sham,vehicle,1,122,67.11
C4-15,C4,Sham,vehicle,2,123,27.0
C4-15,C4,Sham,vehicle,3,124,27.28
C4-15,C4,Sham,vehicle,4,125,44.89
C4-15,C4,Sham,vehicle,5,126,30.11
C4-15,C4,Sham,vehicle,6,127,86.44
C4-15,C4,Sham,vehicle,7,128,43.22
C4-15,C4,Sham,vehicle,8,129,65.28
C4-15,C4,Sham,vehicle,9,130,87.11
C4-15,C4,Sham,vehicle,10,131,64.67
C4-15,C4,Sham,vehicle,11,132,18.72
C4-15,C4,Sham,vehicle,12,133,93.67
C4-15,C4,Sham,vehicle,13,134,47.5
C4-15,C4,Sham,vehicle,14,135,93.5
C4-15,C4,Sham,vehicle,15,136,71.22
C4-15,C4,Sham,vehicle,16,137,74.39
C4-15,C4,Sham,vehicle,17,138,69.11
C4-15,C4,Sham,vehicle,18,139,11.61
C4-15,C4,Sham,vehicle,19,140,2.5
C4-15,C4,Sham,vehicle,20,141,29.39
C4-15,C4,Sham,vehicle,21,142,39.11
C4-15,C4,Sham,vehicle,22,143,21.33
C4-15,C4,Sham,vehicle,23,144,52.33
C4-15,C4,Sham,vehicle,0,145,37.94
C4-15,C4,Sham,vehicle,1,146,61.78
C4-15,C4,Sham,vehicle,2,147,27.94
C4-15,C4,Sham,vehicle,3,148,35.72
C4-15,C4,Sham,vehicle,4,149,31.89
C4-15,C4,Sham,vehicle,5,150,41.83
C4-15,C4,Sham,vehicle,6,151,80.83
C4-15,C4,Sham,vehicle,7,152,83.11
C4-15,C4,Sham,vehicle,8,153,27.5
C5-03,C5,mFPI,vehicle,15,16,40.33
C5-03,C5,mFPI,vehicle,16,17,47.11
C5-03,C5,mFPI,vehicle,17,18,40.5
C5-03,C5,mFPI,vehicle,18,19,44.5
C5-03,C5,mFPI,vehicle,19,20,62.22
C5-03,C5,mFPI,vehicle,20,21,31.39
C5-03,C5,mFPI,vehicle,21,22,74.83
C5-03,C5,mFPI,vehicle,22,23,39.44
C5-03,C5,mFPI,vehicle,23,24,14.06
C5-03,C5,mFPI,vehicle,0,25,5.61
C5-03,C5,mFPI,vehicle,1,26,4.17
C5-03,C5,mFPI,vehicle,2,27,2.89
C5-03,C5,mFPI,vehicle,3,28,38.89
C5-03,C5,mFPI,vehicle,4,29,4.67
C5-03,C5,mFPI,vehicle,5,30,14.39
C5-03,C5,mFPI,vehicle,6,31,75.61
C5-03,C5,mFPI,vehicle,7,32,90.78
C5-03,C5,mFPI,vehicle,8,33,54.56
C5-03,C5,mFPI,vehicle,9,34,68.11
C5-03,C5,mFPI,vehicle,10,35,35.0
C5-03,C5,mFPI,vehicle,11,36,78.72
C5-03,C5,mFPI,vehicle,12,37,44.06
C5-03,C5,mFPI,vehicle,13,38,73.78
C5-03,C5,mFPI,vehicle,14,39,12.17
C5-03,C5,mFPI,vehicle,15,40,85.61
C5-03,C5,mFPI,vehicle,16,41,63.94
C5-03,C5,mFPI,vehicle,17,42,70.89
C5-03,C5,mFPI,vehicle,18,43,88.39
C5-03,C5,mFPI,vehicle,19,44,34.56
C5-03,C5,mFPI,vehicle,20,45,47.28
C5-03,C5,mFPI,vehicle,21,46,36.28
C5-03,C5,mFPI,vehicle,22,47,22.22
C5-03,C5,mFPI,vehicle,23,48,1.44
C5-03,C5,mFPI,vehicle,0,49,2.06
C5-03,C5,mFPI,vehicle,1,50,5.61
C5-03,C5,mFPI,vehicle,2,51,19.72
C5-03,C5,mFPI,vehicle,3,52,39.17
C5-03,C5,mFPI,vehicle,4,53,7.06
C5-03,C5,mFPI,vehicle,5,54,30.83
C5-03,C5,mFPI,vehicle,6,55,29.33
C5-03,C5,mFPI,vehicle,7,56,86.94
C5-03,C5,mFPI,vehicle,8,57,77.56
C5-03,C5,mFPI,vehicle,9,58,89.94
C5-03,C5,mFPI,vehicle,10,59,54.56
C5-03,C5,mFPI,vehicle,11,60,72.33
C5-03,C5,mFPI,vehicle,12,61,53.61
C5-03,C5,mFPI,vehicle,13,62,56.72
C5-03,C5,mFPI,vehicle,14,63,71.89
C5-03,C5,mFPI,vehicle,15,64,59.83
C5-03,C5,mFPI,vehicle,16,65,71.78
C5-03,C5,mFPI,vehicle,17,66,67.06
C5-03,C5,mFPI,vehicle,18,67,69.44
C5-03,C5,mFPI,vehicle,19,68,56.11
C5-03,C5,mFPI,vehicle,20,69,51.17
C5-03,C5,mFPI,vehicle,21,70,57.78
C5-03,C5,mFPI,vehicle,22,71,1.72
C5-03,C5,mFPI,vehicle,23,72,2.17
C5-03,C5,mFPI,vehicle,0,73,1.28
C5-03,C5,mFPI,vehicle,1,74,30.39
C5-03,C5,mFPI,vehicle,2,75,29.89
C5-03,C5,mFPI,vehicle,3,76,17.22
C5-03,C5,mFPI,vehicle,4,77,26.39
C5-03,C5,mFPI,vehicle,5,78,36.61
C5-03,C5,mFPI,vehicle,6,79,40.5
C5-03,C5,mFPI,vehicle,7,80,88.0
C5-03,C5,mFPI,vehicle,8,81,81.33
C5-03,C5,mFPI,vehicle,9,82,55.56
C5-03,C5,mFPI,vehicle,10,83,44.94
C5-03,C5,mFPI,vehicle,11,84,78.06
C5-03,C5,mFPI,vehicle,12,85,48.5
C5-03,C5,mFPI,vehicle,13,86,80.61
C5-03,C5,mFPI,vehicle,14,87,36.78
C5-03,C5,mFPI,vehicle,15,88,82.33
C5-03,C5,mFPI,vehicle,16,89,55.33
C5-03,C5,mFPI,vehicle,17,90,37.67
C5-03,C5,mFPI,vehicle,18,91,60.78
C5-03,C5,mFPI,vehicle,19,92,36.0
C5-03,C5,mFPI,vehicle,20,93,30.5
C5-03,C5,mFPI,vehicle,21,94,1.5
C5-03,C5,mFPI,vehicle,22,95,7.17
C5-03,C5,mFPI,vehicle,23,96,2.44
C5-03,C5,mFPI,vehicle,0,97,77.11
C5-03,C5,mFPI,vehicle,1,98,25.5
C5-03,C5,mFPI,vehicle,2,99,44.5
C5-03,C5,mFPI,vehicle,3,100,13.28
C5-03,C5,mFPI,vehicle,4,101,27.17
C5-03,C5,mFPI,vehicle,5,102,38.22
C5-03,C5,mFPI,vehicle,6,103,34.56
C5-03,C5,mFPI,vehicle,7,104,83.56
C5-03,C5,mFPI,vehicle,8,105,69.5
C5-03,C5,mFPI,vehicle,9,106,48.0
C5-03,C5,mFPI,vehicle,10,107,80.61
C5-03,C5,mFPI,vehicle,11,108,52.33
C5-03,C5,mFPI,vehicle,12,109,75.44
C5-03,C5,mFPI,vehicle,13,110,69.61
C5-03,C5,mFPI,vehicle,14,111,60.94
C5-03,C5,mFPI,vehicle,15,112,75.33
C5-03,C5,mFPI,vehicle,16,113,91.89
C5-03,C5,mFPI,vehicle,17,114,70.72
C5-03,C5,mFPI,vehicle,18,115,32.89
C5-03,C5,mFPI,vehicle,19,116,38.61
C5-03,C5,mFPI,vehicle,20,117,2.61
C5-03,C5,mFPI,vehicle,21,118,6.94
C5-03,C5,mFPI,vehicle,22,119,1.89
C5-03,C5,mFPI,vehicle,23,120,3.39
C5-03,C5,mFPI,vehicle,0,121,3.33
C5-03,C5,mFPI,vehicle,1,122,64.39
C5-03,C5,mFPI,vehicle,2,123,20.39
C5-03,C5,mFPI,vehicle,3,124,45.28
C5-03,C5,mFPI,vehicle,4,125,18.94
C5-03,C5,mFPI,vehicle,5,126,77.17
C5-03,C5,mFPI,vehicle,6,127,86.33
C5-03,C5,mFPI,vehicle,7,128,78.61
C5-03,C5,mFPI,vehicle,8,129,50.22
C5-03,C5,mFPI,vehicle,9,130,80.06
C5-03,C5,mFPI,vehicle,10,131,75.94
C5-03,C5,mFPI,vehicle,11,132,66.83
C5-03,C5,mFPI,vehicle,12,133,75.67
C5-03,C5,mFPI,vehicle,13,134,78.33
C5-03,C5,mFPI,vehicle,14,135,72.39
C5-03,C5,mFPI,vehicle,15,136,64.89
C5-03,C5,mFPI,vehicle,16,137,67.33
C5-03,C5,mFPI,vehicle,17,138,73.22
C5-03,C5,mFPI,vehicle,18,139,29.22
C5-03,C5,mFPI,vehicle,19,140,0.61
C5-03,C5,mFPI,vehicle,20,141,3.0
C5-03,C5,mFPI,vehicle,21,142,1.56
C5-03,C5,mFPI,vehicle,22,143,0.33
C5-03,C5,mFPI,vehicle,23,144,85.17
C5-03,C5,mFPI,vehicle,0,145,17.28
C5-03,C5,mFPI,vehicle,1,146,54.0
C5-03,C5,mFPI,vehicle,2,147,73.11
C5-03,C5,mFPI,vehicle,3,148,15.61
C5-03,C5,mFPI,vehicle,4,149,32.61
C5-03,C5,mFPI,vehicle,5,150,12.44
C5-03,C5,mFPI,vehicle,6,151,92.89
C5-03,C5,mFPI,vehicle,7,152,80.44
C5-11,C5,Sham,vehicle,15,16,37.94
C5-11,C5,Sham,vehicle,16,17,14.22
C5-11,C5,Sham,vehicle,17,18,57.28
C5-11,C5,Sham,vehicle,18,19,32.5
C5-11,C5,Sham,vehicle,19,20,30.56
C5-11,C5,Sham,vehicle,20,21,50.61
C5-11,C5,Sham,vehicle,21,22,48.17
C5-11,C5,Sham,vehicle,22,23,21.33
C5-11,C5,Sham,vehicle,23,24,0.33
C5-11,C5,Sham,vehicle,0,25,0.5
C5-11,C5,Sham,vehicle,1,26,2.5
C5-11,C5,Sham,vehicle,2,27,0.83
C5-11,C5,Sham,vehicle,3,28,18.33
C5-11,C5,Sham,vehicle,4,29,49.89
C5-11,C5,Sham,vehicle,5,30,70.61
C5-11,C5,Sham,vehicle,6,31,40.5
C5-11,C5,Sham,vehicle,7,32,23.0
C5-11,C5,Sham,vehicle,8,33,86.61
C5-11,C5,Sham,vehicle,9,34,59.89
C5-11,C5,Sham,vehicle,10,35,42.72
C5-11,C5,Sham,vehicle,11,36,80.44
C5-11,C5,Sham,vehicle,12,37,63.78
C5-11,C5,Sham,vehicle,13,38,87.33
C5-11,C5,Sham,vehicle,14,39,55.39
C5-11,C5,Sham,vehicle,15,40,63.44
C5-11,C5,Sham,vehicle,16,41,84.22
C5-11,C5,Sham,vehicle,17,42,47.11
C5-11,C5,Sham,vehicle,18,43,61.22
C5-11,C5,Sham,vehicle,19,44,38.44
C5-11,C5,Sham,vehicle,20,45,17.11
C5-11,C5,Sham,vehicle,21,46,1.0
C5-11,C5,Sham,vehicle,22,47,0.44
C5-11,C5,Sham,vehicle,23,48,2.67
C5-11,C5,Sham,vehicle,0,49,10.39
C5-11,C5,Sham,vehicle,1,50,34.33
C5-11,C5,Sham,vehicle,2,51,0.39
C5-11,C5,Sham,vehicle,3,52,29.61
C5-11,C5,Sham,vehicle,4,53,21.5
C5-11,C5,Sham,vehicle,5,54,6.39
C5-11,C5,Sham,vehicle,6,55,58.28
C5-11,C5,Sham,vehicle,7,56,53.06
C5-11,C5,Sham,vehicle,8,57,77.39
C5-11,C5,Sham,vehicle,9,58,42.72
C5-11,C5,Sham,vehicle,10,59,72.17
C5-11,C5,Sham,vehicle,11,60,63.06
C5-11,C5,Sham,vehicle,12,61,17.06
C5-11,C5,Sham,vehicle,13,62,72.28
C5-11,C5,Sham,vehicle,14,63,79.44
C5-11,C5,Sham,vehicle,15,64,32.22
C5-11,C5,Sham,vehicle,16,65,79.39
C5-11,C5,Sham,vehicle,17,66,45.56
C5-11,C5,Sham,vehicle,18,67,60.44
C5-11,C5,Sham,vehicle,19,68,31.56
C5-11,C5,Sham,vehicle,20,69,5.72
C5-11,C5,Sham,vehicle,21,70,1.06
C5-11,C5,Sham,vehicle,22,71,9.83
C5-11,C5,Sham,vehicle,23,72,3.44
C5-11,C5,Sham,vehicle,0,73,20.56
C5-11,C5,Sham,vehicle,1,74,32.72
C5-11,C5,Sham,vehicle,2,75,26.28
C5-11,C5,Sham,vehicle,3,76,51.28
C5-11,C5,Sham,vehicle,4,77,26.0
C5-11,C5,Sham,vehicle,5,78,6.06
C5-11,C5,Sham,vehicle,6,79,3.28
C5-11,C5,Sham,vehicle,7,80,77.61
C5-11,C5,Sham,vehicle,8,81,52.33
C5-11,C5,Sham,vehicle,9,82,44.0
C5-11,C5,Sham,vehicle,10,83,68.67
C5-11,C5,Sham,vehicle,11,84,42.72
C5-11,C5,Sham,vehicle,12,85,83.17
C5-11,C5,Sham,vehicle,13,86,38.39
C5-11,C5,Sham,vehicle,14,87,72.06
C5-11,C5,Sham,vehicle,15,88,67.67
C5-11,C5,Sham,vehicle,16,89,71.89
C5-11,C5,Sham,vehicle,17,90,73.44
C5-11,C5,Sham,vehicle,18,91,29.39
C5-11,C5,Sham,vehicle,19,92,6.89
C5-11,C5,Sham,vehicle,20,93,0.5
