UniqueMouse,Cohort,InjuredGroup,Treatment,HourOfDay,CumulativeHour,PercentSleep
C6-04,C6,Sham,vehicle,2,99,26.78
C6-04,C6,Sham,vehicle,3,100,74.0
C6-04,C6,Sham,vehicle,4,101,3.94
C6-04,C6,Sham,vehicle,5,102,51.22
C6-04,C6,Sham,vehicle,6,103,53.11
C6-04,C6,Sham,vehicle,7,104,78.0
C6-04,C6,Sham,vehicle,8,105,82.22
C6-04,C6,Sham,vehicle,9,106,64.72
C6-04,C6,Sham,vehicle,10,107,61.28
C6-04,C6,Sham,vehicle,11,108,67.22
C6-04,C6,Sham,vehicle,12,109,87.72
C6-04,C6,Sham,vehicle,13,110,38.28
C6-04,C6,Sham,vehicle,14,111,77.39
C6-04,C6,Sham,vehicle,15,112,79.33
C6-04,C6,Sham,vehicle,16,113,75.0
C6-04,C6,Sham,vehicle,17,114,47.61
C6-04,C6,Sham,vehicle,18,115,44.44
C6-04,C6,Sham,vehicle,19,116,11.5
C6-04,C6,Sham,vehicle,20,117,1.22
C6-04,C6,Sham,vehicle,21,118,0.44
C6-04,C6,Sham,vehicle,22,119,1.28
C6-04,C6,Sham,vehicle,23,120,10.5
C6-04,C6,Sham,vehicle,0,121,15.0
C6-04,C6,Sham,vehicle,1,122,52.83
C6-04,C6,Sham,vehicle,2,123,44.78
C6-04,C6,Sham,vehicle,3,124,42.61
C6-04,C6,Sham,vehicle,4,125,13.11
C6-04,C6,Sham,vehicle,5,126,74.0
C6-04,C6,Sham,vehicle,6,127,70.94
C6-04,C6,Sham,vehicle,7,128,71.17
C6-04,C6,Sham,vehicle,8,129,43.78
C6-04,C6,Sham,vehicle,9,130,74.11
C6-04,C6,Sham,vehicle,10,131,93.67
C6-04,C6,Sham,vehicle,11,132,71.33
C6-04,C6,Sham,vehicle,12,133,35.33
C6-04,C6,Sham,vehicle,13,134,84.83
C6-04,C6,Sham,vehicle,14,135,42.72
C6-04,C6,Sham,vehicle,15,136,67.56
C6-04,C6,Sham,vehicle,16,137,70.06
C6-04,C6,Sham,vehicle,17,138,90.67
C6-04,C6,Sham,vehicle,18,139,11.22
C6-04,C6,Sham,vehicle,19,140,3.06
C6-04,C6,Sham,vehicle,20,141,1.11
C6-04,C6,Sham,vehicle,21,142,2.89
C6-04,C6,Sham,vehicle,22,143,4.06
C6-04,C6,Sham,vehicle,23,144,58.78
C6-04,C6,Sham,vehicle,0,145,15.11
C6-04,C6,Sham,vehicle,1,146,39.72
C6-04,C6,Sham,vehicle,2,147,50.28
C6-04,C6,Sham,vehicle,3,148,52.94
C6-04,C6,Sham,vehicle,4,149,62.22
C6-04,C6,Sham,vehicle,5,150,42.67
C6-04,C6,Sham,vehicle,6,151,55.5
C6-04,C6,Sham,vehicle,7,152,61.72
C6-04,C6,Sham,vehicle,8,153,93.39
C6-06,C6,mFPI,vehicle,16,17,2.22
C6-06,C6,mFPI,vehicle,17,18,37.11
C6-06,C6,mFPI,vehicle,18,19,31.61
C6-06,C6,mFPI,vehicle,19,20,36.94
C6-06,C6,mFPI,vehicle,20,21,55.39
C6-06,C6,mFPI,vehicle,21,22,5.11
C6-06,C6,mFPI,vehicle,22,23,7.11
C6-06,C6,mFPI,vehicle,23,24,7.5
C6-06,C6,mFPI,vehicle,0,25,26.17
C6-06,C6,mFPI,vehicle,1,26,38.5
C6-06,C6,mFPI,vehicle,2,27,34.61
C6-06,C6,mFPI,vehicle,3,28,46.28
C6-06,C6,mFPI,vehicle,4,29,62.11
C6-06,C6,mFPI,vehicle,5,30,69.78
C6-06,C6,mFPI,vehicle,6,31,28.39
C6-06,C6,mFPI,vehicle,7,32,71.94
C6-06,C6,mFPI,vehicle,8,33,57.44
C6-06,C6,mFPI,vehicle,9,34,59.78
C6-06,C6,mFPI,vehicle,10,35,36.61
C6-06,C6,mFPI,vehicle,11,36,65.11
C6-06,C6,mFPI,vehicle,12,37,63.5
C6-06,C6,mFPI,vehicle,13,38,65.94
C6-06,C6,mFPI,vehicle,14,39,38.22
C6-06,C6,mFPI,vehicle,15,40,
C6-06,C6,mFPI,vehicle,16,41,55.39
C6-06,C6,mFPI,vehicle,17,42,67.33
C6-06,C6,mFPI,vehicle,18,43,46.72
C6-06,C6,mFPI,vehicle,19,44,44.72
C6-06,C6,mFPI,vehicle,20,45,8.72
C6-06,C6,mFPI,vehicle,21,46,3.0
C6-06,C6,mFPI,vehicle,22,47,1.83
C6-06,C6,mFPI,vehicle,23,48,22.44
C6-06,C6,mFPI,vehicle,0,49,3.44
C6-06,C6,mFPI,vehicle,1,50,18.17
C6-06,C6,mFPI,vehicle,2,51,32.78
C6-06,C6,mFPI,vehicle,3,52,45.94
C6-06,C6,mFPI,vehicle,4,53,52.56
C6-06,C6,mFPI,vehicle,5,54,57.22
C6-06,C6,mFPI,vehicle,6,55,78.0
C6-06,C6,mFPI,vehicle,7,56,46.28
C6-06,C6,mFPI,vehicle,8,57,58.72
C6-06,C6,mFPI,vehicle,9,58,40.56
C6-06,C6,mFPI,vehicle,10,59,63.61
C6-06,C6,mFPI,vehicle,11,60,36.28
C6-06,C6,mFPI,vehicle,12,61,56.5
C6-06,C6,mFPI,vehicle,13,62,34.28
C6-06,C6,mFPI,vehicle,14,63,76.78
C6-06,C6,mFPI,vehicle,15,64,68.06
C6-06,C6,mFPI,vehicle,16,65,72.22
C6-06,C6,mFPI,vehicle,17,66,65.28
C6-06,C6,mFPI,vehicle,18,67,30.39
C6-06,C6,mFPI,vehicle,19,68,41.5
C6-06,C6,mFPI,vehicle,20,69,1.56
C6-06,C6,mFPI,vehicle,21,70,0.78
C6-06,C6,mFPI,vehicle,22,71,2.72
C6-06,C6,mFPI,vehicle,23,72,32.94
C6-06,C6,mFPI,vehicle,0,73,29.17
C6-06,C6,mFPI,vehicle,1,74,44.33
C6-06,C6,mFPI,vehicle,2,75,12.28
C6-06,C6,mFPI,vehicle,3,76,36.83
C6-06,C6,mFPI,vehicle,4,77,30.33
C6-06,C6,mFPI,vehicle,5,78,53.89
C6-06,C6,mFPI,vehicle,6,79,80.28
C6-06,C6,mFPI,vehicle,7,80,74.17
C6-06,C6,mFPI,vehicle,8,81,44.5
C6-06,C6,mFPI,vehicle,9,82,46.17
C6-06,C6,mFPI,vehicle,10,83,84.06
C6-06,C6,mFPI,vehicle,11,84,28.78
C6-06,C6,mFPI,vehicle,12,85,64.33
C6-06,C6,mFPI,vehicle,13,86,57.22
C6-06,C6,mFPI,vehicle,14,87,81.72
C6-06,C6,mFPI,vehicle,15,88,64.0
C6-06,C6,mFPI,vehicle,16,89,48.22
C6-06,C6,mFPI,vehicle,17,90,63.33
C6-06,C6,mFPI,vehicle,18,91,48.5
C6-06,C6,mFPI,vehicle,19,92,18.61
C6-06,C6,mFPI,vehicle,20,93,1.33
C6-06,C6,mFPI,vehicle,21,94,0.33
C6-06,C6,mFPI,vehicle,22,95,26.33
C6-06,C6,mFPI,vehicle,23,96,18.56
C6-06,C6,mFPI,vehicle,0,97,28.78
C6-06,C6,mFPI,vehicle,1,98,29.83
C6-06,C6,mFPI,vehicle,2,99,27.78
C6-06,C6,mFPI,vehicle,3,100,49.06
C6-06,C6,mFPI,vehicle,4,101,71.78
C6-06,C6,mFPI,vehicle,5,102,49.11
C6-06,C6,mFPI,vehicle,6,103,81.5
C6-06,C6,mFPI,vehicle,7,104,75.11
C6-06,C6,mFPI,vehicle,8,105,1.78
C6-06,C6,mFPI,vehicle,9,106,52.0
C6-06,C6,mFPI,vehicle,10,107,45.0
C6-06,C6,mFPI,vehicle,11,108,79.44
C6-06,C6,mFPI,vehicle,12,109,74.78
C6-06,C6,mFPI,vehicle,13,110,64.22
C6-06,C6,mFPI,vehicle,14,111,91.61
C6-06,C6,mFPI,vehicle,15,112,41.72
C6-06,C6,mFPI,vehicle,16,113,78.67
C6-06,C6,mFPI,vehicle,17,114,72.72
C6-06,C6,mFPI,vehicle,18,115,28.94
C6-06,C6,mFPI,vehicle,19,116,1.67
C6-06,C6,mFPI,vehicle,20,117,0.56
C6-06,C6,mFPI,vehicle,21,118,1.44
C6-06,C6,mFPI,vehicle,22,119,0.89
C6-06,C6,mFPI,vehicle,23,120,1.61
C6-06,C6,mFPI,vehicle,0,121,31.89
C6-06,C6,mFPI,vehicle,1,122,18.83
C6-06,C6,mFPI,vehicle,2,123,35.0
C6-06,C6,mFPI,vehicle,3,124,45.72
C6-06,C6,mFPI,vehicle,4,125,56.17
C6-06,C6,mFPI,vehicle,5,126,37.17
C6-06,C6,mFPI,vehicle,6,127,84.5
C6-06,C6,mFPI,vehicle,7,128,81.17
C6-06,C6,mFPI,vehicle,8,129,64.06
C6-06,C6,mFPI,vehicle,9,130,54.56
C6-06,C6,mFPI,vehicle,10,131,87.17
C6-06,C6,mFPI,vehicle,11,132,76.44
C6-06,C6,mFPI,vehicle,12,133,71.72
C6-06,C6,mFPI,vehicle,13,134,35.28
C6-06,C6,mFPI,vehicle,14,135,82.94
C6-06,C6,mFPI,vehicle,15,136,58.11
C6-06,C6,mFPI,vehicle,16,137,90.06
C6-06,C6,mFPI,vehicle,17,138,70.0
C6-06,C6,mFPI,vehicle,18,139,22.33
C6-06,C6,mFPI,vehicle,19,140,1.44
C6-06,C6,mFPI,vehicle,20,141,1.56
C6-06,C6,mFPI,vehicle,21,142,1.06
C6-06,C6,mFPI,vehicle,22,143,32.0
C6-06,C6,mFPI,vehicle,23,144,33.72
C6-06,C6,mFPI,vehicle,0,145,21.56
C6-06,C6,mFPI,vehicle,1,146,48.06
C6-06,C6,mFPI,vehicle,2,147,68.83
C6-06,C6,mFPI,vehicle,3,148,35.56
C6-06,C6,mFPI,vehicle,4,149,19.72
C6-06,C6,mFPI,vehicle,5,150,66.0
C6-06,C6,mFPI,vehicle,6,151,29.11
C6-06,C6,mFPI,vehicle,7,152,78.5
C6-06,C6,mFPI,vehicle,8,153,85.06
C6-09,C6,Sham,vehicle,16,17,35.67
C6-09,C6,Sham,vehicle,17,18,61.94
C6-09,C6,Sham,vehicle,18,19,91.28
C6-09,C6,Sham,vehicle,19,20,30.56
C6-09,C6,Sham,vehicle,20,21,18.67
C6-09,C6,Sham,vehicle,21,22,2.94
C6-09,C6,Sham,vehicle,22,23,0.78
C6-09,C6,Sham,vehicle,23,24,16.61
C6-09,C6,Sham,vehicle,0,25,26.5
C6-09,C6,Sham,vehicle,1,26,45.28
C6-09,C6,Sham,vehicle,2,27,52.78
C6-09,C6,Sham,vehicle,3,28,2.94
C6-09,C6,Sham,vehicle,4,29,0.94
C6-09,C6,Sham,vehicle,5,30,66.11
C6-09,C6,Sham,vehicle,6,31,41.0
C6-09,C6,Sham,vehicle,7,32,80.56
C6-09,C6,Sham,vehicle,8,33,67.06
C6-09,C6,Sham,vehicle,9,34,58.39
C6-09,C6,Sham,vehicle,10,35,48.67
C6-09,C6,Sham,vehicle,11,36,78.61
C6-09,C6,Sham,vehicle,12,37,79.61
C6-09,C6,Sham,vehicle,13,38,22.33
C6-09,C6,Sham,vehicle,14,39,72.61
C6-09,C6,Sham,vehicle,15,40,
C6-09,C6,Sham,vehicle,16,41,77.61
C6-09,C6,Sham,vehicle,17,42,55.67
C6-09,C6,Sham,vehicle,18,43,48.89
C6-09,C6,Sham,vehicle,19,44,45.83
C6-09,C6,Sham,vehicle,20,45,0.83
C6-09,C6,Sham,vehicle,21,46,0.72
C6-09,C6,Sham,vehicle,22,47,0.17
C6-09,C6,Sham,vehicle,23,48,2.22
C6-09,C6,Sham,vehicle,0,49,3.22
C6-09,C6,Sham,vehicle,1,50,17.22
C6-09,C6,Sham,vehicle,2,51,86.83
C6-09,C6,Sham,vehicle,3,52,48.17
C6-09,C6,Sham,vehicle,4,53,50.06
C6-09,C6,Sham,vehicle,5,54,29.89
C6-09,C6,Sham,vehicle,6,55,77.44
C6-09,C6,Sham,vehicle,7,56,64.61
C6-09,C6,Sham,vehicle,8,57,52.39
C6-09,C6,Sham,vehicle,9,58,43.89
C6-09,C6,Sham,vehicle,10,59,69.67
C6-09,C6,Sham,vehicle,11,60,80.78
C6-09,C6,Sham,vehicle,12,61,91.89
C6-09,C6,Sham,vehicle,13,62,43.67
C6-09,C6,Sham,vehicle,14,63,75.67
C6-09,C6,Sham,vehicle,15,64,60.56
C6-09,C6,Sham,vehicle,16,65,74.44
C6-09,C6,Sham,vehicle,17,66,49.5
C6-09,C6,Sham,vehicle,18,67,69.72
C6-09,C6,Sham,vehicle,19,68,20.06
C6-09,C6,Sham,vehicle,20,69,20.17
C6-09,C6,Sham,vehicle,21,70,0.22
C6-09,C6,Sham,vehicle,22,71,0.39
C6-09,C6,Sham,vehicle,23,72,0.56
C6-09,C6,Sham,vehicle,0,73,15.5
C6-09,C6,Sham,vehicle,1,74,42.83
C6-09,C6,Sham,vehicle,2,75,7.06
C6-09,C6,Sham,vehicle,3,76,47.56
C6-09,C6,Sham,vehicle,4,77,57.83
C6-09,C6,Sham,vehicle,5,78,79.06
C6-09,C6,Sham,vehicle,6,79,46.11
C6-09,C6,Sham,vehicle,7,80,73.61
C6-09,C6,Sham,vehicle,8,81,34.44
C6-09,C6,Sham,vehicle,9,82,64.94
C6-09,C6,Sham,vehicle,10,83,33.0
C6-09,C6,Sham,vehicle,11,84,73.61
C6-09,C6,Sham,vehicle,12,85,61.33
C6-09,C6,Sham,vehicle,13,86,64.83
C6-09,C6,Sham,vehicle,14,87,75.83
C6-09,C6,Sham,vehicle,15,88,77.61
C6-09,C6,Sham,vehicle,16,89,65.33
C6-09,C6,Sham,vehicle,17,90,58.56
C6-09,C6,Sham,vehicle,18,91,50.78
C6-09,C6,Sham,vehicle,19,92,27.94
C6-09,C6,Sham,vehicle,20,93,0.61
C6-09,C6,Sham,vehicle,21,94,0.44
C6-09,C6,Sham,vehicle,22,95,23.0
C6-09,C6,Sham,vehicle,23,96,21.5
C6-09,C6,Sham,vehicle,0,97,1.22
C6-09,C6,Sham,vehicle,1,98,0.72
C6-09,C6,Sham,vehicle,2,99,50.83
C6-09,C6,Sham,vehicle,3,100,14.89
C6-09,C6,Sham,vehicle,4,101,55.83
C6-09,C6,Sham,vehicle,5,102,55.94
C6-09,C6,Sham,vehicle,6,103,54.83
C6-09,C6,Sham,vehicle,7,104,62.61
C6-09,C6,Sham,vehicle,8,105,81.39
C6-09,C6,Sham,vehicle,9,106,59.89
C6-09,C6,Sham,vehicle,10,107,71.33
C6-09,C6,Sham,vehicle,11,108,71.89
C6-09,C6,Sham,vehicle,12,109,58.94
C6-09,C6,Sham,vehicle,13,110,86.83
C6-09,C6,Sham,vehicle,14,111,58.67
C6-09,C6,Sham,vehicle,15,112,69.78
C6-09,C6,Sham,vehicle,16,113,69.0
C6-09,C6,Sham,vehicle,17,114,48.33
C6-09,C6,Sham,vehicle,18,115,54.78
C6-09,C6,Sham,vehicle,19,116,15.67
C6-09,C6,Sham,vehicle,20,117,0.17
C6-09,C6,Sham,vehicle,21,118,0.17
C6-09,C6,Sham,vehicle,22,119,3.44
C6-09,C6,Sham,vehicle,23,120,22.78
C6-09,C6,Sham,vehicle,0,121,1.61
C6-09,C6,Sham,vehicle,1,122,2.5
C6-09,C6,Sham,vehicle,2,123,4.78
C6-09,C6,Sham,vehicle,3,124,62.0
C6-09,C6,Sham,vehicle,4,125,37.78
C6-09,C6,Sham,vehicle,5,126,42.56
C6-09,C6,Sham,vehicle,6,127,73.44
C6-09,C6,Sham,vehicle,7,128,62.72
C6-09,C6,Sham,vehicle,8,129,62.39
C6-09,C6,Sham,vehicle,9,130,79.17
C6-09,C6,Sham,vehicle,10,131,80.89
C6-09,C6,Sham,vehicle,11,132,72.67
C6-09,C6,Sham,vehicle,12,133,71.0
C6-09,C6,Sham,vehicle,13,134,68.89
C6-09,C6,Sham,vehicle,14,135,68.17
C6-09,C6,Sham,vehicle,15,136,88.44
C6-09,C6,Sham,vehicle,16,137,69.11
C6-09,C6,Sham,vehicle,17,138,66.11
C6-09,C6,Sham,vehicle,18,139,14.33
C6-09,C6,Sham,vehicle,19,140,3.28
C6-09,C6,Sham,vehicle,20,141,0.28
C6-09,C6,Sham,vehicle,21,142,25.33
C6-09,C6,Sham,vehicle,22,143,22.78
C6-09,C6,Sham,vehicle,23,144,30.61
C6-09,C6,Sham,vehicle,0,145,12.22
C6-09,C6,Sham,vehicle,1,146,2.5
C6-09,C6,Sham,vehicle,2,147,14.94
C6-09,C6,Sham,vehicle,3,148,35.28
C6-09,C6,Sham,vehicle,4,149,39.11
C6-09,C6,Sham,vehicle,5,150,63.5
C6-09,C6,Sham,vehicle,6,151,66.22
C6-09,C6,Sham,vehicle,7,152,74.67
C6-09,C6,Sham,vehicle,8,153,78.0
C6-11,C6,mFPI,vehicle,16,17,4.28
C6-11,C6,mFPI,vehicle,17,18,12.22
C6-11,C6,mFPI,vehicle,18,19,12.56
C6-11,C6,mFPI,vehicle,19,20,28.06
C6-11,C6,mFPI,vehicle,20,21,7.5
C6-11,C6,mFPI,vehicle,21,22,14.06
C6-11,C6,mFPI,vehicle,22,23,4.67
C6-11,C6,mFPI,vehicle,23,24,42.0
C6-11,C6,mFPI,vehicle,0,25,17.44
C6-11,C6,mFPI,vehicle,1,26,33.28
C6-11,C6,mFPI,vehicle,2,27,27.33
C6-11,C6,mFPI,vehicle,3,28,57.06
C6-11,C6,mFPI,vehicle,4,29,49.56
C6-11,C6,mFPI,vehicle,5,30,36.44
C6-11,C6,mFPI,vehicle,6,31,43.61
C6-11,C6,mFPI,vehicle,7,32,46.22
C6-11,C6,mFPI,vehicle,8,33,59.89
C6-11,C6,mFPI,vehicle,9,34,54.17
C6-11,C6,mFPI,vehicle,10,35,52.0
C6-11,C6,mFPI,vehicle,11,36,83.61
C6-11,C6,mFPI,vehicle,12,37,53.72
C6-11,C6,mFPI,vehicle,13,38,78.56
C6-11,C6,mFPI,vehicle,14,39,72.28
C6-11,C6,mFPI,vehicle,15,40,
C6-11,C6,mFPI,vehicle,16,41,61.5
C6-11,C6,mFPI,vehicle,17,42,65.44
C6-11,C6,mFPI,vehicle,18,43,61.94
C6-11,C6,mFPI,vehicle,19,44,32.11
C6-11,C6,mFPI,vehicle,20,45,3.22
C6-11,C6,mFPI,vehicle,21,46,2.0
C6-11,C6,mFPI,vehicle,22,47,4.17
C6-11,C6,mFPI,vehicle,23,48,36.94
C6-11,C6,mFPI,vehicle,0,49,4.89
C6-11,C6,mFPI,vehicle,1,50,27.28
C6-11,C6,mFPI,vehicle,2,51,30.78
C6-11,C6,mFPI,vehicle,3,52,36.28
C6-11,C6,mFPI,vehicle,4,53,41.61
C6-11,C6,mFPI,vehicle,5,54,53.94
C6-11,C6,mFPI,vehicle,6,55,64.78
C6-11,C6,mFPI,vehicle,7,56,74.67
C6-11,C6,mFPI,vehicle,8,57,10.61
C6-11,C6,mFPI,vehicle,9,58,38.67
C6-11,C6,mFPI,vehicle,10,59,77.94
C6-11,C6,mFPI,vehicle,11,60,54.44
C6-11,C6,mFPI,vehicle,12,61,74.39
C6-11,C6,mFPI,vehicle,13,62,86.89
C6-11,C6,mFPI,vehicle,14,63,47.06
C6-11,C6,mFPI,vehicle,15,64,83.78
C6-11,C6,mFPI,vehicle,16,65,54.56
C6-11,C6,mFPI,vehicle,17,66,55.44
C6-11,C6,mFPI,vehicle,18,67,32.33
C6-11,C6,mFPI,vehicle,19,68,1.67
C6-11,C6,mFPI,vehicle,20,69,0.94
C6-11,C6,mFPI,vehicle,21,70,1.67
C6-11,C6,mFPI,vehicle,22,71,18.56
C6-11,C6,mFPI,vehicle,23,72,20.94
C6-11,C6,mFPI,vehicle,0,73,35.22
C6-11,C6,mFPI,vehicle,1,74,8.28
C6-11,C6,mFPI,vehicle,2,75,16.78
C6-11,C6,mFPI,vehicle,3,76,35.61
C6-11,C6,mFPI,vehicle,4,77,63.94
C6-11,C6,mFPI,vehicle,5,78,68.11
C6-11,C6,mFPI,vehicle,6,79,63.22
C6-11,C6,mFPI,vehicle,7,80,62.28
C6-11,C6,mFPI,vehicle,8,81,54.72
C6-11,C6,mFPI,vehicle,9,82,32.39
C6-11,C6,mFPI,vehicle,10,83,71.0
C6-11,C6,mFPI,vehicle,11,84,41.5
C6-11,C6,mFPI,vehicle,12,85,81.44
C6-11,C6,mFPI,vehicle,13,86,71.61
C6-11,C6,mFPI,vehicle,14,87,71.78
C6-11,C6,mFPI,vehicle,15,88,84.17
C6-11,C6,mFPI,vehicle,16,89,68.33
C6-11,C6,mFPI,vehicle,17,90,65.78
C6-11,C6,mFPI,vehicle,18,91,10.83
C6-11,C6,mFPI,vehicle,19,92,3.22
C6-11,C6,mFPI,vehicle,20,93,1.56
C6-11,C6,mFPI,vehicle,21,94,13.39
C6-11,C6,mFPI,vehicle,22,95,20.0
C6-11,C6,mFPI,vehicle,23,96,58.61
C6-11,C6,mFPI,vehicle,0,97,0.61
C6-11,C6,mFPI,vehicle,1,98,35.0
C6-11,C6,mFPI,vehicle,2,99,11.39
C6-11,C6,mFPI,vehicle,3,100,39.83
C6-11,C6,mFPI,vehicle,4,101,40.39
C6-11,C6,mFPI,vehicle,5,102,58.61
C6-11,C6,mFPI,vehicle,6,103,60.78
C6-11,C6,mFPI,vehicle,7,104,58.22
C6-11,C6,mFPI,vehicle,8,105,79.06
C6-11,C6,mFPI,vehicle,9,106,67.94
C6-11,C6,mFPI,vehicle,10,107,83.39
C6-11,C6,mFPI,vehicle,11,108,41.06
C6-11,C6,mFPI,vehicle,12,109,79.5
C6-11,C6,mFPI,vehicle,13,110,71.89
C6-11,C6,mFPI,vehicle,14,111,67.94
C6-11,C6,mFPI,vehicle,15,112,71.89
C6-11,C6,mFPI,vehicle,16,113,60.5
C6-11,C6,mFPI,vehicle,17,114,63.94
C6-11,C6,mFPI,vehicle,18,115,12.56
C6-11,C6,mFPI,vehicle,19,116,0.89
C6-11,C6,mFPI,vehicle,20,117,0.67
C6-11,C6,mFPI,vehicle,21,118,2.5
C6-11,C6,mFPI,vehicle,22,119,38.67
C6-11,C6,mFPI,vehicle,23,120,22.22
C6-11,C6,mFPI,vehicle,0,121,14.61
C6-11,C6,mFPI,vehicle,1,122,44.72
C6-11,C6,mFPI,vehicle,2,123,9.83
C6-11,C6,mFPI,vehicle,3,124,28.11
C6-11,C6,mFPI,vehicle,4,125,41.72
C6-11,C6,mFPI,vehicle,5,126,42.06
C6-11,C6,mFPI,vehicle,6,127,81.67
C6-11,C6,mFPI,vehicle,7,128,75.72
C6-11,C6,mFPI,vehicle,8,129,74.5
C6-11,C6,mFPI,vehicle,9,130,51.67
C6-11,C6,mFPI,vehicle,10,131,84.17
C6-11,C6,mFPI,vehicle,11,132,57.11
C6-11,C6,mFPI,vehicle,12,133,87.0
C6-11,C6,mFPI,vehicle,13,134,56.17
C6-11,C6,mFPI,vehicle,14,135,75.72
C6-11,C6,mFPI,vehicle,15,136,52.94
C6-11,C6,mFPI,vehicle,16,137,64.5
C6-11,C6,mFPI,vehicle,17,138,68.72
C6-11,C6,mFPI,vehicle,18,139,5.94
C6-11,C6,mFPI,vehicle,19,140,2.89
C6-11,C6,mFPI,vehicle,20,141,28.0
C6-11,C6,mFPI,vehicle,21,142,21.22
C6-11,C6,mFPI,vehicle,22,143,25.72
C6-11,C6,mFPI,vehicle,23,144,51.56
C6-11,C6,mFPI,vehicle,0,145,21.22
C6-11,C6,mFPI,vehicle,1,146,42.17
C6-11,C6,mFPI,vehicle,2,147,46.83
C6-11,C6,mFPI,vehicle,3,148,24.17
C6-11,C6,mFPI,vehicle,4,149,43.72
C6-11,C6,mFPI,vehicle,5,150,38.61
C6-11,C6,mFPI,vehicle,6,151,83.06
C6-11,C6,mFPI,vehicle,7,152,79.94
C6-11,C6,mFPI,vehicle,8,153,71.83
C6-15,C6,mFPI,vehicle,16,17,1.17
C6-15,C6,mFPI,vehicle,17,18,26.06
C6-15,C6,mFPI,vehicle,18,19,9.28
C6-15,C6,mFPI,vehicle,19,20,11.0
C6-15,C6,mFPI,vehicle,20,21,5.17
C6-15,C6,mFPI,vehicle,21,22,0.56
C6-15,C6,mFPI,vehicle,22,23,0.17
C6-15,C6,mFPI,vehicle,23,24,0.22
C6-15,C6,mFPI,vehicle,0,25,0.0
C6-15,C6,mFPI,vehicle,1,26,2.94
C6-15,C6,mFPI,vehicle,2,27,2.83
C6-15,C6,mFPI,vehicle,3,28,9.17
C6-15,C6,mFPI,vehicle,4,29,6.94
C6-15,C6,mFPI,vehicle,5,30,47.83
C6-15,C6,mFPI,vehicle,6,31,18.94
C6-15,C6,mFPI,vehicle,7,32,45.17
C6-15,C6,mFPI,vehicle,8,33,22.72
C6-15,C6,mFPI,vehicle,9,34,16.5
C6-15,C6,mFPI,vehicle,10,35,25.56
C6-15,C6,mFPI,vehicle,11,36,60.33
C6-15,C6,mFPI,vehicle,12,37,6.33
C6-15,C6,mFPI,vehicle,13,38,26.5
C6-15,C6,mFPI,vehicle,14,39,51.67
C6-15,C6,mFPI,vehicle,15,40,
C6-15,C6,mFPI,vehicle,16,41,70.72
C6-15,C6,mFPI,vehicle,17,42,64.44
C6-15,C6,mFPI,vehicle,18,43,44.11
C6-15,C6,mFPI,vehicle,19,44,55.44
C6-15,C6,mFPI,vehicle,20,45,3.39
C6-15,C6,mFPI,vehicle,21,46,2.56
C6-15,C6,mFPI,vehicle,22,47,3.89
C6-15,C6,mFPI,vehicle,23,48,37.83
C6-15,C6,mFPI,vehicle,0,49,7.11
C6-15,C6,mFPI,vehicle,1,50,38.67
C6-15,C6,mFPI,vehicle,2,51,46.61
C6-15,C6,mFPI,vehicle,3,52,28.17
C6-15,C6,mFPI,vehicle,4,53,76.56
C6-15,C6,mFPI,vehicle,5,54,32.5
C6-15,C6,mFPI,vehicle,6,55,80.67
C6-15,C6,mFPI,vehicle,7,56,52.83
C6-15,C6,mFPI,vehicle,8,57,43.72
C6-15,C6,mFPI,vehicle,9,58,41.28
C6-15,C6,mFPI,vehicle,10,59,15.0
C6-15,C6,mFPI,vehicle,11,60,28.0
C6-15,C6,mFPI,vehicle,12,61,68.0
C6-15,C6,mFPI,vehicle,13,62,93.44
C6-15,C6,mFPI,vehicle,14,63,40.0
C6-15,C6,mFPI,vehicle,15,64,70.94
C6-15,C6,mFPI,vehicle,16,65,57.56
C6-15,C6,mFPI,vehicle,17,66,69.22
C6-15,C6,mFPI,vehicle,18,67,50.39
C6-15,C6,mFPI,vehicle,19,68,28.28
C6-15,C6,mFPI,vehicle,20,69,3.44
C6-15,C6,mFPI,vehicle,21,70,10.94
C6-15,C6,mFPI,vehicle,22,71,8.22
C6-15,C6,mFPI,vehicle,23,72,48.39
C6-15,C6,mFPI,vehicle,0,73,23.22
C6-15,C6,mFPI,vehicle,1,74,30.44
C6-15,C6,mFPI,vehicle,2,75,9.39
C6-15,C6,mFPI,vehicle,3,76,14.72
C6-15,C6,mFPI,vehicle,4,77,33.39
C6-15,C6,mFPI,vehicle,5,78,52.17
C6-15,C6,mFPI,vehicle,6,79,63.17
C6-15,C6,mFPI,vehicle,7,80,84.67
C6-15,C6,mFPI,vehicle,8,81,53.0
C6-15,C6,mFPI,vehicle,9,82,90.78
C6-15,C6,mFPI,vehicle,10,83,7.11
C6-15,C6,mFPI,vehicle,11,84,50.61
C6-15,C6,mFPI,vehicle,12,85,58.0
C6-15,C6,mFPI,vehicle,13,86,51.11
C6-15,C6,mFPI,vehicle,14,87,79.11
C6-15,C6,mFPI,vehicle,15,88,82.56
C6-15,C6,mFPI,vehicle,16,89,49.44
C6-15,C6,mFPI,vehicle,17,90,90.83
C6-15,C6,mFPI,vehicle,18,91,27.11
C6-15,C6,mFPI,vehicle,19,92,2.83
C6-15,C6,mFPI,vehicle,20,93,0.72
C6-15,C6,mFPI,vehicle,21,94,43.56
